municipio;periodo;internacoes;periodo_data;media_permanencia;dias_permanencia;obitos;taxa_mortalidade;valor_total
351780 GUARACAI;2026/Mai;45.0;2026-05-01;3.3;147.0;1.0;2.22;21390.83
351820 GUARARAPES;2026/Mai;134.0;2026-05-01;4.4;591.0;7.0;5.22;63401.02
351830 GUARAREMA;2026/Mai;157.0;2026-05-01;2.7;427.0;4.0;2.55;57977.33
351840 GUARATINGUETA;2026/Mai;1074.0;2026-05-01;5.2;5588.0;59.0;5.49;1810650.4
351860 GUARIBA;2026/Mai;127.0;2026-05-01;2.3;287.0;4.0;3.15;64980.53
351870 GUARUJA;2026/Mai;922.0;2026-05-01;6.0;5506.0;72.0;7.81;2136166.64
351880 GUARULHOS;2026/Mai;4588.0;2026-05-01;4.6;20951.0;281.0;6.12;6736351.54
351900 HERCULANDIA;2026/Mai;88.0;2026-05-01;3.5;312.0;1.0;1.14;34261.88
351907 HORTOLANDIA;2026/Mai;480.0;2026-05-01;3.2;1522.0;16.0;3.33;379830.66
351910 IACANGA;2026/Mai;70.0;2026-05-01;2.5;173.0;2.0;2.86;13861.52
351930 IBATE;2026/Mai;85.0;2026-05-01;3.0;258.0;4.0;4.71;89501.66
351940 IBIRA;2026/Mai;37.0;2026-05-01;3.6;134.0;2.0;5.41;17836.38
351960 IBITINGA;2026/Mai;479.0;2026-05-01;2.6;1226.0;19.0;3.97;665247.66
351970 IBIUNA;2026/Mai;329.0;2026-05-01;3.5;1141.0;19.0;5.78;183203.01
351990 IEPE;2026/Mai;53.0;2026-05-01;3.3;175.0;1.0;1.89;18325.1
352010 IGARAPAVA;2026/Mai;110.0;2026-05-01;4.6;501.0;2.0;1.82;77017.83
352040 ILHABELA;2026/Mai;172.0;2026-05-01;3.5;604.0;4.0;2.33;142567.35
352044 ILHA SOLTEIRA;2026/Mai;201.0;2026-05-01;3.9;783.0;12.0;5.97;299409.59
352050 INDAIATUBA;2026/Mai;1945.0;2026-05-01;3.0;5791.0;61.0;3.14;2550691.5
352070 INDIAPORA;2026/Mai;43.0;2026-05-01;2.9;123.0;0.0;0.0;16357.35
352090 IPAUSSU;2026/Mai;72.0;2026-05-01;3.2;229.0;5.0;6.94;34847.07
352130 IPUA;2026/Mai;79.0;2026-05-01;2.9;230.0;2.0;2.53;38773.18
352170 ITABERA;2026/Mai;97.0;2026-05-01;1.9;182.0;0.0;0.0;59185.55
352180 ITAI;2026/Mai;93.0;2026-05-01;2.9;268.0;7.0;7.53;38656.81
352190 ITAJOBI;2026/Mai;78.0;2026-05-01;7.3;566.0;3.0;3.85;26902.75
352210 ITANHAEM;2026/Mai;1009.0;2026-05-01;4.4;4456.0;63.0;6.24;1284352.95
352220 ITAPECERICA DA SERRA;2026/Mai;1304.0;2026-05-01;3.7;4879.0;80.0;6.13;1354551.61
352230 ITAPETININGA;2026/Mai;859.0;2026-05-01;5.8;5009.0;62.0;7.22;1052671.59
352240 ITAPEVA;2026/Mai;169.0;2026-05-01;1.8;310.0;6.0;3.55;318109.96
352250 ITAPEVI;2026/Mai;1312.0;2026-05-01;4.0;5237.0;31.0;2.36;1169115.9
352260 ITAPIRA;2026/Mai;394.0;2026-05-01;13.0;5119.0;22.0;5.58;675670.26
352270 ITAPOLIS;2026/Mai;386.0;2026-05-01;3.0;1167.0;17.0;4.4;377863.21
352280 ITAPORANGA;2026/Mai;96.0;2026-05-01;2.2;214.0;6.0;6.25;38687.8
352290 ITAPUI;2026/Mai;0.0;2026-05-01;0.0;0.0;0.0;0.0;0.0
352310 ITAQUAQUECETUBA;2026/Mai;1312.0;2026-05-01;5.6;7401.0;103.0;7.85;1436217.01
352320 ITARARE;2026/Mai;307.0;2026-05-01;2.2;674.0;12.0;3.91;219650.59
352340 ITATIBA;2026/Mai;567.0;2026-05-01;3.2;1814.0;26.0;4.59;927924.87
352350 ITATINGA;2026/Mai;25.0;2026-05-01;5.3;133.0;5.0;20.0;12628.06
352360 ITIRAPINA;2026/Mai;13.0;2026-05-01;4.0;52.0;1.0;7.69;5575.81
352390 ITU;2026/Mai;760.0;2026-05-01;4.5;3455.0;44.0;5.79;1305448.87
352400 ITUPEVA;2026/Mai;193.0;2026-05-01;3.4;647.0;9.0;4.66;78808.76
352410 ITUVERAVA;2026/Mai;279.0;2026-05-01;2.9;820.0;12.0;4.3;414378.8
352420 JABORANDI;2026/Mai;5.0;2026-05-01;2.6;13.0;0.0;0.0;2289.11
352430 JABOTICABAL;2026/Mai;211.0;2026-05-01;3.6;763.0;10.0;4.74;154008.61
352440 JACAREI;2026/Mai;1411.0;2026-05-01;3.8;5315.0;73.0;5.17;2112441.34
352450 JACI;2026/Mai;52.0;2026-05-01;5.9;307.0;0.0;0.0;44460.85
352470 JAGUARIUNA;2026/Mai;331.0;2026-05-01;2.9;944.0;17.0;5.14;340584.17
352480 JALES;2026/Mai;668.0;2026-05-01;3.4;2285.0;52.0;7.78;1298053.22
352520 JARINU;2026/Mai;43.0;2026-05-01;3.0;127.0;0.0;0.0;6533.96
352530 JAU;2026/Mai;2113.0;2026-05-01;5.2;11068.0;110.0;5.21;5175200.97
352550 JOANOPOLIS;2026/Mai;15.0;2026-05-01;3.5;52.0;3.0;20.0;4882.65
352570 JOSE BONIFACIO;2026/Mai;212.0;2026-05-01;3.3;692.0;6.0;2.83;118480.21
352590 JUNDIAI;2026/Mai;3973.0;2026-05-01;3.4;13636.0;142.0;3.57;5187129.08
352600 JUNQUEIROPOLIS;2026/Mai;93.0;2026-05-01;5.8;541.0;4.0;4.3;45177.32
352640 LARANJAL PAULISTA;2026/Mai;144.0;2026-05-01;3.4;489.0;6.0;4.17;64118.84
352670 LEME;2026/Mai;426.0;2026-05-01;3.8;1624.0;31.0;7.28;470001.39
352680 LENCOIS PAULISTA;2026/Mai;266.0;2026-05-01;3.6;962.0;13.0;4.89;350993.01
352690 LIMEIRA;2026/Mai;1475.0;2026-05-01;3.9;5694.0;91.0;6.17;3763204.24
352710 LINS;2026/Mai;638.0;2026-05-01;5.9;3753.0;32.0;5.02;716692.88
352720 LORENA;2026/Mai;389.0;2026-05-01;4.6;1774.0;32.0;8.23;623350.81
352730 LOUVEIRA;2026/Mai;203.0;2026-05-01;2.9;593.0;10.0;4.93;144797.19
352740 LUCELIA;2026/Mai;55.0;2026-05-01;4.3;239.0;5.0;9.09;18433.66
352800 MACATUBA;2026/Mai;68.0;2026-05-01;3.4;234.0;3.0;4.41;29834.06
352810 MACAUBAL;2026/Mai;15.0;2026-05-01;1.9;29.0;1.0;6.67;4515.69
352850 MAIRIPORA;2026/Mai;250.0;2026-05-01;3.1;787.0;7.0;2.8;85961.83
352880 MARACAI;2026/Mai;85.0;2026-05-01;2.5;214.0;5.0;5.88;55985.21
352900 MARILIA;2026/Mai;2597.0;2026-05-01;5.1;13183.0;143.0;5.51;6924607.79
352920 MARTINOPOLIS;2026/Mai;262.0;2026-05-01;1.8;460.0;8.0;3.05;105540.64
352930 MATAO;2026/Mai;584.0;2026-05-01;3.9;2271.0;22.0;3.77;1837697.64
352940 MAUA;2026/Mai;1140.0;2026-05-01;4.5;5167.0;65.0;5.7;1115082.1
352970 MIGUELOPOLIS;2026/Mai;85.0;2026-05-01;2.7;227.0;1.0;1.18;54193.81
353010 MIRANDOPOLIS;2026/Mai;276.0;2026-05-01;3.7;1028.0;29.0;10.51;245730.83
353030 MIRASSOL;2026/Mai;0.0;2026-05-01;0.0;0.0;0.0;0.0;0.0
353050 MOCOCA;2026/Mai;377.0;2026-05-01;3.4;1291.0;24.0;6.37;456748.24
353060 MOGI DAS CRUZES;2026/Mai;3090.0;2026-05-01;4.2;13045.0;181.0;5.86;5067291.9
353070 MOGI GUACU;2026/Mai;809.0;2026-05-01;4.5;3668.0;55.0;6.8;1604540.39
353080 MOGI MIRIM;2026/Mai;455.0;2026-05-01;3.3;1480.0;25.0;5.49;813322.41
353110 MONGAGUA;2026/Mai;92.0;2026-05-01;3.9;363.0;5.0;5.43;27590.56
353130 MONTE ALTO;2026/Mai;205.0;2026-05-01;4.3;879.0;16.0;7.8;368789.24
353140 MONTE APRAZIVEL;2026/Mai;288.0;2026-05-01;2.0;567.0;3.0;1.04;133640.41
353150 MONTE AZUL PAULISTA;2026/Mai;159.0;2026-05-01;1.7;267.0;4.0;2.52;271883.66
353180 MONTE MOR;2026/Mai;82.0;2026-05-01;3.4;282.0;5.0;6.1;41004.33
353190 MORRO AGUDO;2026/Mai;123.0;2026-05-01;3.5;426.0;7.0;5.69;215474.49
353200 MORUNGABA;2026/Mai;16.0;2026-05-01;3.2;51.0;1.0;6.25;6222.85
353240 NAZARE PAULISTA;2026/Mai;0.0;2026-05-01;0.0;0.0;0.0;0.0;0.0
353250 NEVES PAULISTA;2026/Mai;2.0;2026-05-01;5.0;10.0;0.0;0.0;1249.82
353260 NHANDEARA;2026/Mai;252.0;2026-05-01;2.2;550.0;4.0;1.59;295506.63
353290 NOVA EUROPA;2026/Mai;28.0;2026-05-01;3.9;109.0;2.0;7.14;15923.55
353300 NOVA GRANADA;2026/Mai;171.0;2026-05-01;3.4;581.0;4.0;2.34;68133.49
353340 NOVA ODESSA;2026/Mai;143.0;2026-05-01;3.8;540.0;8.0;5.59;73348.92
353350 NOVO HORIZONTE;2026/Mai;206.0;2026-05-01;3.5;724.0;18.0;8.74;322298.02
353390 OLIMPIA;2026/Mai;322.0;2026-05-01;4.0;1277.0;18.0;5.59;358296.78
353430 ORLANDIA;2026/Mai;208.0;2026-05-01;1.4;289.0;4.0;1.92;101311.68
353440 OSASCO;2026/Mai;2308.0;2026-05-01;4.7;10937.0;170.0;7.37;2824206.12
353460 OSVALDO CRUZ;2026/Mai;208.0;2026-05-01;3.3;678.0;16.0;7.69;133256.97
353470 OURINHOS;2026/Mai;871.0;2026-05-01;3.8;3276.0;59.0;6.77;1812634.41
353475 OUROESTE;2026/Mai;63.0;2026-05-01;3.4;214.0;4.0;6.35;32343.54
353520 PALMEIRA D'OESTE;2026/Mai;44.0;2026-05-01;3.8;168.0;3.0;6.82;12939.61
353530 PALMITAL;2026/Mai;210.0;2026-05-01;1.7;358.0;6.0;2.86;116042.61
353550 PARAGUACU PAULISTA;2026/Mai;373.0;2026-05-01;3.4;1265.0;21.0;5.63;501431.59
353580 PARANAPANEMA;2026/Mai;74.0;2026-05-01;2.8;206.0;2.0;2.7;29939.64
353600 PARAPUA;2026/Mai;0.0;2026-05-01;0.0;0.0;0.0;0.0;0.0
353620 PARIQUERA-ACU;2026/Mai;839.0;2026-05-01;4.3;3616.0;48.0;5.72;1029978.7
353630 PATROCINIO PAULISTA;2026/Mai;99.0;2026-05-01;2.8;275.0;2.0;2.02;50718.73
353650 PAULINIA;2026/Mai;0.0;2026-05-01;0.0;0.0;0.0;0.0;0.0
353660 PAULO DE FARIA;2026/Mai;16.0;2026-05-01;3.4;55.0;1.0;6.25;4901.98
353670 PEDERNEIRAS;2026/Mai;180.0;2026-05-01;3.8;676.0;14.0;7.78;166854.62
353700 PEDREGULHO;2026/Mai;67.0;2026-05-01;2.5;167.0;0.0;0.0;30221.02
353710 PEDREIRA;2026/Mai;101.0;2026-05-01;4.8;481.0;11.0;10.89;155643.07
353730 PENAPOLIS;2026/Mai;518.0;2026-05-01;5.4;2788.0;29.0;5.6;525464.09
353740 PEREIRA BARRETO;2026/Mai;58.0;2026-05-01;2.8;164.0;4.0;6.9;23867.92
353780 PIEDADE;2026/Mai;260.0;2026-05-01;3.4;894.0;21.0;8.08;145227.69
353790 PILAR DO SUL;2026/Mai;111.0;2026-05-01;2.4;261.0;2.0;1.8;37142.52
353800 PINDAMONHANGABA;2026/Mai;631.0;2026-05-01;4.6;2897.0;22.0;3.49;795411.9
353860 PIRACAIA;2026/Mai;44.0;2026-05-01;4.4;194.0;5.0;11.36;19765.62
353870 PIRACICABA;2026/Mai;3098.0;2026-05-01;2.8;8732.0;122.0;3.94;5905986.32
353880 PIRAJU;2026/Mai;174.0;2026-05-01;3.1;548.0;7.0;4.02;74451.71
353890 PIRAJUI;2026/Mai;118.0;2026-05-01;2.9;345.0;9.0;7.63;75019.06
353900 PIRANGI;2026/Mai;111.0;2026-05-01;1.9;215.0;4.0;3.6;188734.93
353930 PIRASSUNUNGA;2026/Mai;204.0;2026-05-01;3.6;728.0;19.0;9.31;198245.1
353940 PIRATININGA;2026/Mai;24.0;2026-05-01;3.9;93.0;0.0;0.0;5867.1
353950 PITANGUEIRAS;2026/Mai;138.0;2026-05-01;2.4;334.0;3.0;2.17;60696.61
354000 POMPEIA;2026/Mai;79.0;2026-05-01;2.8;220.0;3.0;3.8;32697.91
354020 PONTAL;2026/Mai;79.0;2026-05-01;2.0;160.0;3.0;3.8;34366.32
354040 POPULINA;2026/Mai;12.0;2026-05-01;4.2;50.0;0.0;0.0;3392.3
354060 PORTO FELIZ;2026/Mai;318.0;2026-05-01;2.3;738.0;19.0;5.97;246719.7
354070 PORTO FERREIRA;2026/Mai;210.0;2026-05-01;3.3;691.0;9.0;4.29;177486.5
354080 POTIRENDABA;2026/Mai;100.0;2026-05-01;2.4;244.0;2.0;2.0;37280.25
354100 PRAIA GRANDE;2026/Mai;1028.0;2026-05-01;4.9;5041.0;78.0;7.59;1366782.6
354120 PRESIDENTE BERNARDES;2026/Mai;109.0;2026-05-01;2.7;293.0;0.0;0.0;40691.01
354130 PRESIDENTE EPITACIO;2026/Mai;246.0;2026-05-01;3.5;860.0;16.0;6.5;123344.65
354140 PRESIDENTE PRUDENTE;2026/Mai;3698.0;2026-05-01;5.3;19513.0;165.0;4.46;7480269.78
354150 PRESIDENTE VENCESLAU;2026/Mai;157.0;2026-05-01;4.8;755.0;9.0;5.73;249120.33
354160 PROMISSAO;2026/Mai;362.0;2026-05-01;3.4;1242.0;13.0;3.59;389398.35
354190 QUELUZ;2026/Mai;0.0;2026-05-01;0.0;0.0;0.0;0.0;0.0
354220 RANCHARIA;2026/Mai;381.0;2026-05-01;2.5;967.0;17.0;4.46;422339.5
354240 REGENTE FEIJO;2026/Mai;94.0;2026-05-01;3.0;284.0;0.0;0.0;33143.31
354260 REGISTRO;2026/Mai;899.0;2026-05-01;3.2;2842.0;23.0;2.56;973503.48
354290 RIBEIRAO BONITO;2026/Mai;38.0;2026-05-01;1.7;66.0;0.0;0.0;19581.4
354300 RIBEIRAO BRANCO;2026/Mai;36.0;2026-05-01;4.3;156.0;2.0;5.56;15430.97
354330 RIBEIRAO PIRES;2026/Mai;159.0;2026-05-01;5.2;830.0;19.0;11.95;96907.35
354340 RIBEIRAO PRETO;2026/Mai;4367.0;2026-05-01;3.6;15746.0;150.0;3.43;7958289.55
354380 RINOPOLIS;2026/Mai;24.0;2026-05-01;4.9;118.0;2.0;8.33;9468.11
354390 RIO CLARO;2026/Mai;1033.0;2026-05-01;5.7;5873.0;66.0;6.39;1676355.08
354400 RIO DAS PEDRAS;2026/Mai;78.0;2026-05-01;1.5;115.0;4.0;5.13;14694.08
354420 RIOLANDIA;2026/Mai;29.0;2026-05-01;2.7;79.0;0.0;0.0;11459.84
354425 ROSANA;2026/Mai;247.0;2026-05-01;3.1;772.0;8.0;3.24;119071.47
354490 SALES OLIVEIRA;2026/Mai;9.0;2026-05-01;1.8;16.0;0.0;0.0;4369.18
354500 SALESOPOLIS;2026/Mai;48.0;2026-05-01;3.3;160.0;2.0;4.17;20443.19
354520 SALTO;2026/Mai;625.0;2026-05-01;2.8;1728.0;30.0;4.8;508099.96
354530 SALTO DE PIRAPORA;2026/Mai;230.0;2026-05-01;1.8;412.0;5.0;2.17;123212.3
354540 SALTO GRANDE;2026/Mai;72.0;2026-05-01;2.7;195.0;1.0;1.39;25553.71
354560 SANTA ADELIA;2026/Mai;106.0;2026-05-01;3.2;339.0;2.0;1.89;79253.24
354580 SANTA BARBARA D'OESTE;2026/Mai;831.0;2026-05-01;2.3;1872.0;36.0;4.33;994133.18
354630 SANTA CRUZ DAS PALMEIRAS;2026/Mai;121.0;2026-05-01;2.3;275.0;5.0;4.13;69400.74
354640 SANTA CRUZ DO RIO PARDO;2026/Mai;350.0;2026-05-01;3.4;1196.0;15.0;4.29;497686.03
354660 SANTA FE DO SUL;2026/Mai;290.0;2026-05-01;4.2;1215.0;13.0;4.48;321362.94
354680 SANTA ISABEL;2026/Mai;170.0;2026-05-01;6.0;1015.0;7.0;4.12;281955.66
354730 SANTANA DE PARNAIBA;2026/Mai;145.0;2026-05-01;3.8;553.0;3.0;2.07;74279.73
354750 SANTA RITA DO PASSA QUATRO;2026/Mai;141.0;2026-05-01;9.2;1293.0;3.0;2.13;87194.0
354760 SANTA ROSA DE VITERBO;2026/Mai;110.0;2026-05-01;4.5;492.0;3.0;2.73;33559.48
354770 SANTO ANASTACIO;2026/Mai;176.0;2026-05-01;3.7;650.0;3.0;1.7;50359.47
354780 SANTO ANDRE;2026/Mai;3060.0;2026-05-01;4.0;12160.0;184.0;6.01;4697824.57
354790 SANTO ANTONIO DA ALEGRIA;2026/Mai;8.0;2026-05-01;1.4;11.0;0.0;0.0;1744.37
354850 SANTOS;2026/Mai;2483.0;2026-05-01;5.4;13309.0;136.0;5.48;5649068.32
354860 SAO BENTO DO SAPUCAI;2026/Mai;36.0;2026-05-01;3.8;136.0;3.0;8.33;13893.09
354870 SAO BERNARDO DO CAMPO;2026/Mai;3532.0;2026-05-01;5.5;19255.0;186.0;5.27;9019208.65
354880 SAO CAETANO DO SUL;2026/Mai;895.0;2026-05-01;2.6;2309.0;41.0;4.58;1257737.3
354890 SAO CARLOS;2026/Mai;1641.0;2026-05-01;3.1;5134.0;76.0;4.63;3282981.74
354910 SAO JOAO DA BOA VISTA;2026/Mai;567.0;2026-05-01;3.8;2170.0;46.0;8.11;1077208.68
354940 SAO JOAQUIM DA BARRA;2026/Mai;365.0;2026-05-01;3.4;1223.0;21.0;5.75;521065.71
354970 SAO JOSE DO RIO PARDO;2026/Mai;389.0;2026-05-01;3.4;1309.0;21.0;5.4;564436.26
354980 SAO JOSE DO RIO PRETO;2026/Mai;8198.0;2026-05-01;4.1;33379.0;312.0;3.81;26495919.99
354990 SAO JOSE DOS CAMPOS;2026/Mai;4967.0;2026-05-01;3.9;19485.0;204.0;4.11;10636269.74
355000 SAO LUIS DO PARAITINGA;2026/Mai;0.0;2026-05-01;0.0;0.0;0.0;0.0;0.0
355010 SAO MANUEL;2026/Mai;154.0;2026-05-01;3.2;488.0;10.0;6.49;182251.16
355020 SAO MIGUEL ARCANJO;2026/Mai;121.0;2026-05-01;5.4;654.0;9.0;7.44;166594.35
355030 SAO PAULO;2026/Mai;59119.0;2026-05-01;4.4;258822.0;2437.0;4.12;134182937.65
355040 SAO PEDRO;2026/Mai;426.0;2026-05-01;1.5;655.0;11.0;2.58;467623.94
355060 SAO ROQUE;2026/Mai;422.0;2026-05-01;3.1;1326.0;21.0;4.98;416100.23
355070 SAO SEBASTIAO;2026/Mai;534.0;2026-05-01;3.4;1792.0;15.0;2.81;428613.9
355080 SAO SEBASTIAO DA GRAMA;2026/Mai;34.0;2026-05-01;4.6;157.0;1.0;2.94;23140.68
355090 SAO SIMAO;2026/Mai;25.0;2026-05-01;7.2;179.0;2.0;8.0;13621.76
355100 SAO VICENTE;2026/Mai;780.0;2026-05-01;4.2;3246.0;25.0;3.21;1093046.42
355150 SERRANA;2026/Mai;293.0;2026-05-01;5.5;1624.0;25.0;8.53;385243.32
355160 SERRA NEGRA;2026/Mai;240.0;2026-05-01;2.3;547.0;11.0;4.58;288839.02
355170 SERTAOZINHO;2026/Mai;630.0;2026-05-01;3.4;2161.0;32.0;5.08;1139709.52
355200 SILVEIRAS;2026/Mai;4.0;2026-05-01;3.0;12.0;0.0;0.0;1965.94
355210 SOCORRO;2026/Mai;258.0;2026-05-01;2.6;676.0;19.0;7.36;221614.95
355220 SOROCABA;2026/Mai;5056.0;2026-05-01;4.8;24247.0;320.0;6.33;9635234.32
355230 SUD MENNUCCI;2026/Mai;10.0;2026-05-01;4.6;46.0;0.0;0.0;5111.13
355240 SUMARE;2026/Mai;1086.0;2026-05-01;4.0;4349.0;44.0;4.05;2017997.2
355250 SUZANO;2026/Mai;742.0;2026-05-01;7.0;5215.0;47.0;6.33;1119664.67
355260 TABAPUA;2026/Mai;104.0;2026-05-01;3.1;327.0;2.0;1.92;103122.18
355270 TABATINGA;2026/Mai;73.0;2026-05-01;3.4;246.0;0.0;0.0;53339.39
355280 TABOAO DA SERRA;2026/Mai;1722.0;2026-05-01;3.8;6564.0;59.0;3.43;2818121.36
355300 TAGUAI;2026/Mai;76.0;2026-05-01;2.1;157.0;2.0;2.63;39335.09
355330 TAMBAU;2026/Mai;122.0;2026-05-01;2.8;347.0;3.0;2.46;57291.42
355340 TANABI;2026/Mai;143.0;2026-05-01;6.5;930.0;3.0;2.1;88029.69
355360 TAPIRATIBA;2026/Mai;35.0;2026-05-01;3.3;117.0;2.0;5.71;17403.69
355370 TAQUARITINGA;2026/Mai;404.0;2026-05-01;2.5;1008.0;11.0;2.72;263017.8
355380 TAQUARITUBA;2026/Mai;225.0;2026-05-01;2.3;519.0;2.0;0.89;88253.07
355400 TATUI;2026/Mai;298.0;2026-05-01;3.4;1018.0;19.0;6.38;279318.36
355410 TAUBATE;2026/Mai;2243.0;2026-05-01;3.5;7898.0;93.0;4.15;4308734.94
355430 TEODORO SAMPAIO;2026/Mai;80.0;2026-05-01;3.1;245.0;2.0;2.5;29865.34
355440 TERRA ROXA;2026/Mai;4.0;2026-05-01;1.5;6.0;0.0;0.0;1913.9
355450 TIETE;2026/Mai;147.0;2026-05-01;2.7;403.0;5.0;3.4;65877.42
355470 TORRINHA;2026/Mai;9.0;2026-05-01;4.7;42.0;0.0;0.0;3162.93
355500 TUPA;2026/Mai;670.0;2026-05-01;3.8;2563.0;42.0;6.27;968343.5
355510 TUPI PAULISTA;2026/Mai;117.0;2026-05-01;5.3;616.0;7.0;5.98;71547.38
355540 UBATUBA;2026/Mai;201.0;2026-05-01;2.9;577.0;14.0;6.97;120206.51
355580 URANIA;2026/Mai;40.0;2026-05-01;3.9;154.0;0.0;0.0;14252.15
355600 URUPES;2026/Mai;121.0;2026-05-01;2.5;303.0;3.0;2.48;95535.02
355620 VALINHOS;2026/Mai;420.0;2026-05-01;5.3;2206.0;27.0;6.43;694456.25
355630 VALPARAISO;2026/Mai;147.0;2026-05-01;1.9;278.0;2.0;1.36;107177.64
355640 VARGEM GRANDE DO SUL;2026/Mai;183.0;2026-05-01;3.4;619.0;15.0;8.2;95257.7
355650 VARZEA PAULISTA;2026/Mai;55.0;2026-05-01;2.8;153.0;4.0;7.27;14671.41
355670 VINHEDO;2026/Mai;498.0;2026-05-01;3.2;1614.0;19.0;3.82;505462.98
355680 VIRADOURO;2026/Mai;41.0;2026-05-01;3.1;126.0;6.0;14.63;12417.37
355700 VOTORANTIM;2026/Mai;257.0;2026-05-01;3.7;951.0;13.0;5.06;275193.5
355710 VOTUPORANGA;2026/Mai;931.0;2026-05-01;3.9;3585.0;52.0;5.59;1988282.87
355720 CHAVANTES;2026/Mai;108.0;2026-05-01;3.1;332.0;2.0;1.85;63462.6
350010 ADAMANTINA;2026/Jun;404.0;2026-06-01;5.1;2071.0;14.0;3.47;431393.11
350030 AGUAI;2026/Jun;33.0;2026-06-01;5.3;176.0;6.0;18.18;23861.68
350050 AGUAS DE LINDOIA;2026/Jun;57.0;2026-06-01;3.0;169.0;4.0;7.02;23089.93
350070 AGUDOS;2026/Jun;89.0;2026-06-01;1.9;166.0;0.0;0.0;43805.96
350100 ALTINOPOLIS;2026/Jun;140.0;2026-06-01;1.6;229.0;4.0;2.86;45807.58
350110 ALTO ALEGRE;2026/Jun;5.0;2026-06-01;4.4;22.0;1.0;20.0;2469.1
350130 ALVARES MACHADO;2026/Jun;46.0;2026-06-01;3.1;141.0;8.0;17.39;14203.72
350160 AMERICANA;2026/Jun;668.0;2026-06-01;2.7;1827.0;56.0;8.38;598752.46
350170 AMERICO BRASILIENSE;2026/Jun;514.0;2026-06-01;2.2;1140.0;9.0;1.75;439202.22
350190 AMPARO;2026/Jun;313.0;2026-06-01;4.9;1542.0;21.0;6.71;265056.5
350210 ANDRADINA;2026/Jun;222.0;2026-06-01;3.5;772.0;16.0;7.21;212518.51
350220 ANGATUBA;2026/Jun;105.0;2026-06-01;3.0;316.0;3.0;2.86;40092.52
350250 APARECIDA;2026/Jun;361.0;2026-06-01;2.7;969.0;16.0;4.43;367964.4
350260 APARECIDA D'OESTE;2026/Jun;0.0;2026-06-01;0.0;0.0;0.0;0.0;0.0
350270 APIAI;2026/Jun;311.0;2026-06-01;2.4;747.0;6.0;1.93;174857.33
350280 ARACATUBA;2026/Jun;830.0;2026-06-01;3.9;3271.0;63.0;7.59;2181534.99
350310 ARANDU;2026/Jun;0.0;2026-06-01;0.0;0.0;0.0;0.0;0.0
350320 ARARAQUARA;2026/Jun;984.0;2026-06-01;2.4;2391.0;54.0;5.49;2702394.93
350330 ARARAS;2026/Jun;548.0;2026-06-01;3.5;1914.0;22.0;4.01;977646.89
350340 AREALVA;2026/Jun;14.0;2026-06-01;2.4;34.0;0.0;0.0;1731.81
350390 ARUJA;2026/Jun;0.0;2026-06-01;0.0;0.0;0.0;0.0;0.0
350400 ASSIS;2026/Jun;785.0;2026-06-01;3.2;2495.0;37.0;4.71;1147717.22
350410 ATIBAIA;2026/Jun;288.0;2026-06-01;3.6;1044.0;29.0;10.07;226117.65
350420 AURIFLAMA;2026/Jun;239.0;2026-06-01;1.9;447.0;6.0;2.51;347019.23
350450 AVARE;2026/Jun;439.0;2026-06-01;2.8;1231.0;17.0;3.87;425834.74
350520 BARIRI;2026/Jun;132.0;2026-06-01;2.9;389.0;7.0;5.3;74663.11
350530 BARRA BONITA;2026/Jun;151.0;2026-06-01;2.7;415.0;13.0;8.61;128022.07
350550 BARRETOS;2026/Jun;1517.0;2026-06-01;3.3;5035.0;121.0;7.98;2894228.87
350570 BARUERI;2026/Jun;3117.0;2026-06-01;2.4;7613.0;83.0;2.66;1924275.74
350580 BASTOS;2026/Jun;89.0;2026-06-01;1.6;142.0;1.0;1.12;41159.35
350590 BATATAIS;2026/Jun;282.0;2026-06-01;2.5;716.0;17.0;6.03;284978.63
350600 BAURU;2026/Jun;3208.0;2026-06-01;3.1;9982.0;89.0;2.77;4583881.55
350610 BEBEDOURO;2026/Jun;597.0;2026-06-01;2.2;1320.0;23.0;3.85;597858.48
350630 BERNARDINO DE CAMPOS;2026/Jun;64.0;2026-06-01;2.9;185.0;6.0;9.38;26647.57
350635 BERTIOGA;2026/Jun;257.0;2026-06-01;3.5;900.0;25.0;9.73;216368.0
350640 BILAC;2026/Jun;14.0;2026-06-01;3.1;43.0;1.0;7.14;6637.05
350650 BIRIGUI;2026/Jun;260.0;2026-06-01;3.8;991.0;11.0;4.23;222478.07
350670 BOA ESPERANCA DO SUL;2026/Jun;15.0;2026-06-01;3.2;48.0;0.0;0.0;8181.41
350680 BOCAINA;2026/Jun;11.0;2026-06-01;3.6;40.0;2.0;18.18;6797.77
350700 BOITUVA;2026/Jun;137.0;2026-06-01;2.7;373.0;3.0;2.19;70920.55
350710 BOM JESUS DOS PERDOES;2026/Jun;0.0;2026-06-01;0.0;0.0;0.0;0.0;0.0
350740 BORBOREMA;2026/Jun;25.0;2026-06-01;2.2;56.0;0.0;0.0;18165.44
350750 BOTUCATU;2026/Jun;1787.0;2026-06-01;3.8;6751.0;82.0;4.59;2970223.54
350760 BRAGANCA PAULISTA;2026/Jun;707.0;2026-06-01;3.5;2443.0;57.0;8.06;1610837.15
350790 BROTAS;2026/Jun;37.0;2026-06-01;4.8;179.0;2.0;5.41;27874.52
350810 BURITAMA;2026/Jun;126.0;2026-06-01;2.2;276.0;3.0;2.38;78241.06
