municipio;periodo;internacoes;periodo_data;media_permanencia;dias_permanencia;obitos;taxa_mortalidade;valor_total
351310 CRAVINHOS;2024/Ago;0.0;2024-08-01;0.0;0.0;0.0;0.0;0.0
351340 CRUZEIRO;2024/Ago;514.0;2024-08-01;5.1;2596.0;63.0;12.26;748878.47
351350 CUBATAO;2024/Ago;584.0;2024-08-01;5.3;3116.0;27.0;4.62;669976.97
351360 CUNHA;2024/Ago;110.0;2024-08-01;3.7;411.0;1.0;0.91;69838.07
351370 DESCALVADO;2024/Ago;159.0;2024-08-01;2.6;408.0;7.0;4.4;150942.5
351380 DIADEMA;2024/Ago;1879.0;2024-08-01;5.5;10292.0;97.0;5.16;2447554.2
351390 DIVINOLANDIA;2024/Ago;438.0;2024-08-01;5.2;2292.0;2.0;0.46;456134.45
351410 DOIS CORREGOS;2024/Ago;91.0;2024-08-01;3.9;359.0;4.0;4.4;42034.98
351440 DRACENA;2024/Ago;311.0;2024-08-01;5.1;1573.0;31.0;9.97;574251.44
351450 DUARTINA;2024/Ago;129.0;2024-08-01;1.8;237.0;5.0;3.88;58318.91
351500 EMBU DAS ARTES;2024/Ago;360.0;2024-08-01;3.3;1204.0;12.0;3.33;170931.41
351510 EMBU-GUACU;2024/Ago;123.0;2024-08-01;1.8;216.0;15.0;12.2;54060.97
351518 ESPIRITO SANTO DO PINHAL;2024/Ago;331.0;2024-08-01;22.1;7328.0;18.0;5.44;686276.87
351520 ESTRELA D'OESTE;2024/Ago;55.0;2024-08-01;3.4;188.0;3.0;5.45;23232.78
351540 FARTURA;2024/Ago;87.0;2024-08-01;3.0;260.0;4.0;4.6;30836.37
351550 FERNANDOPOLIS;2024/Ago;539.0;2024-08-01;3.7;2017.0;33.0;6.12;577669.14
351570 FERRAZ DE VASCONCELOS;2024/Ago;518.0;2024-08-01;3.8;1991.0;29.0;5.6;374715.38
351600 FLORIDA PAULISTA;2024/Ago;60.0;2024-08-01;3.6;216.0;3.0;5.0;26315.82
351620 FRANCA;2024/Ago;2100.0;2024-08-01;5.7;12044.0;169.0;8.05;4996059.05
351630 FRANCISCO MORATO;2024/Ago;1005.0;2024-08-01;4.8;4804.0;53.0;5.27;960679.37
351640 FRANCO DA ROCHA;2024/Ago;914.0;2024-08-01;6.6;6057.0;51.0;5.58;1232920.98
351660 GALIA;2024/Ago;9.0;2024-08-01;13.3;120.0;1.0;11.11;4867.63
351670 GARCA;2024/Ago;249.0;2024-08-01;18.4;4590.0;9.0;3.61;510736.89
351690 GENERAL SALGADO;2024/Ago;46.0;2024-08-01;4.2;193.0;2.0;4.35;22958.18
351700 GETULINA;2024/Ago;23.0;2024-08-01;3.8;88.0;1.0;4.35;6215.12
351740 GUAIRA;2024/Ago;257.0;2024-08-01;2.8;718.0;10.0;3.89;348411.47
351760 GUAPIARA;2024/Ago;16.0;2024-08-01;2.6;42.0;1.0;6.25;5363.82
351770 GUARA;2024/Ago;80.0;2024-08-01;2.2;179.0;2.0;2.5;36295.56
351780 GUARACAI;2024/Ago;42.0;2024-08-01;3.5;145.0;2.0;4.76;20911.38
351820 GUARARAPES;2024/Ago;138.0;2024-08-01;4.1;562.0;8.0;5.8;65817.32
351830 GUARAREMA;2024/Ago;101.0;2024-08-01;3.7;374.0;6.0;5.94;42906.05
351840 GUARATINGUETA;2024/Ago;491.0;2024-08-01;4.8;2360.0;31.0;6.31;910794.04
351860 GUARIBA;2024/Ago;173.0;2024-08-01;2.3;396.0;4.0;2.31;85367.68
351870 GUARUJA;2024/Ago;1141.0;2024-08-01;6.3;7153.0;95.0;8.33;2100812.04
351880 GUARULHOS;2024/Ago;4668.0;2024-08-01;5.2;24290.0;308.0;6.6;6345016.23
351900 HERCULANDIA;2024/Ago;72.0;2024-08-01;3.5;249.0;2.0;2.78;27395.02
351907 HORTOLANDIA;2024/Ago;431.0;2024-08-01;4.2;1793.0;29.0;6.73;368234.58
351910 IACANGA;2024/Ago;44.0;2024-08-01;3.4;151.0;0.0;0.0;8039.95
351930 IBATE;2024/Ago;65.0;2024-08-01;2.5;161.0;0.0;0.0;35964.56
351940 IBIRA;2024/Ago;30.0;2024-08-01;3.4;103.0;2.0;6.67;11690.96
351960 IBITINGA;2024/Ago;406.0;2024-08-01;3.2;1284.0;27.0;6.65;446159.15
351970 IBIUNA;2024/Ago;271.0;2024-08-01;3.4;917.0;9.0;3.32;166197.18
351990 IEPE;2024/Ago;48.0;2024-08-01;3.6;172.0;1.0;2.08;13931.19
352010 IGARAPAVA;2024/Ago;96.0;2024-08-01;6.4;614.0;5.0;5.21;62056.24
352040 ILHABELA;2024/Ago;294.0;2024-08-01;2.4;697.0;6.0;2.04;208663.82
352044 ILHA SOLTEIRA;2024/Ago;204.0;2024-08-01;4.2;856.0;17.0;8.33;243015.81
352050 INDAIATUBA;2024/Ago;1902.0;2024-08-01;3.6;6896.0;72.0;3.79;2404415.51
352070 INDIAPORA;2024/Ago;38.0;2024-08-01;3.0;114.0;0.0;0.0;16899.73
352090 IPAUSSU;2024/Ago;40.0;2024-08-01;3.5;138.0;3.0;7.5;18593.22
352130 IPUA;2024/Ago;76.0;2024-08-01;1.9;143.0;2.0;2.63;38137.35
352170 ITABERA;2024/Ago;130.0;2024-08-01;2.1;276.0;3.0;2.31;58676.82
352180 ITAI;2024/Ago;30.0;2024-08-01;5.1;153.0;4.0;13.33;13530.55
352190 ITAJOBI;2024/Ago;56.0;2024-08-01;7.3;406.0;5.0;8.93;19805.45
352210 ITANHAEM;2024/Ago;1081.0;2024-08-01;4.2;4587.0;58.0;5.37;1368639.55
352220 ITAPECERICA DA SERRA;2024/Ago;1431.0;2024-08-01;3.7;5317.0;80.0;5.59;1485313.18
352230 ITAPETININGA;2024/Ago;875.0;2024-08-01;5.6;4921.0;80.0;9.14;902306.48
352240 ITAPEVA;2024/Ago;828.0;2024-08-01;4.3;3573.0;55.0;6.64;1300924.46
352250 ITAPEVI;2024/Ago;1331.0;2024-08-01;4.8;6385.0;51.0;3.83;1234396.17
352260 ITAPIRA;2024/Ago;541.0;2024-08-01;20.0;10799.0;39.0;7.21;1033345.47
352270 ITAPOLIS;2024/Ago;249.0;2024-08-01;3.3;818.0;22.0;8.84;394985.74
352280 ITAPORANGA;2024/Ago;96.0;2024-08-01;2.5;236.0;1.0;1.04;42192.65
352290 ITAPUI;2024/Ago;25.0;2024-08-01;6.0;151.0;3.0;12.0;10403.57
352310 ITAQUAQUECETUBA;2024/Ago;1246.0;2024-08-01;6.9;8570.0;86.0;6.9;1586306.58
352320 ITARARE;2024/Ago;283.0;2024-08-01;2.1;602.0;13.0;4.59;212380.53
352340 ITATIBA;2024/Ago;508.0;2024-08-01;3.3;1694.0;25.0;4.92;507166.82
352350 ITATINGA;2024/Ago;21.0;2024-08-01;5.0;104.0;2.0;9.52;7153.9
352360 ITIRAPINA;2024/Ago;10.0;2024-08-01;5.3;53.0;3.0;30.0;4821.73
352390 ITU;2024/Ago;728.0;2024-08-01;4.0;2919.0;38.0;5.22;1058249.32
352400 ITUPEVA;2024/Ago;179.0;2024-08-01;3.7;660.0;4.0;2.23;84585.67
352410 ITUVERAVA;2024/Ago;306.0;2024-08-01;3.2;993.0;25.0;8.17;445366.39
352420 JABORANDI;2024/Ago;6.0;2024-08-01;4.2;25.0;0.0;0.0;2534.68
352430 JABOTICABAL;2024/Ago;175.0;2024-08-01;3.9;678.0;9.0;5.14;211839.76
352440 JACAREI;2024/Ago;1047.0;2024-08-01;4.4;4621.0;77.0;7.35;1702091.65
352450 JACI;2024/Ago;68.0;2024-08-01;47.1;3204.0;2.0;2.94;260896.2
352470 JAGUARIUNA;2024/Ago;307.0;2024-08-01;3.5;1076.0;15.0;4.89;414577.37
352480 JALES;2024/Ago;720.0;2024-08-01;3.1;2261.0;46.0;6.39;1198281.74
352520 JARINU;2024/Ago;53.0;2024-08-01;3.0;159.0;4.0;7.55;11259.48
352530 JAU;2024/Ago;2215.0;2024-08-01;5.0;11015.0;145.0;6.55;6174783.69
352550 JOANOPOLIS;2024/Ago;25.0;2024-08-01;5.2;129.0;8.0;32.0;8618.6
352570 JOSE BONIFACIO;2024/Ago;165.0;2024-08-01;5.4;895.0;13.0;7.88;125695.29
352590 JUNDIAI;2024/Ago;4004.0;2024-08-01;4.0;16155.0;154.0;3.85;5133272.31
352600 JUNQUEIROPOLIS;2024/Ago;105.0;2024-08-01;6.0;630.0;7.0;6.67;52062.12
352640 LARANJAL PAULISTA;2024/Ago;116.0;2024-08-01;4.7;547.0;7.0;6.03;56189.53
352670 LEME;2024/Ago;458.0;2024-08-01;3.5;1591.0;33.0;7.21;427026.05
352680 LENCOIS PAULISTA;2024/Ago;237.0;2024-08-01;3.7;882.0;9.0;3.8;306150.94
352690 LIMEIRA;2024/Ago;1430.0;2024-08-01;4.0;5744.0;89.0;6.22;3483099.17
352710 LINS;2024/Ago;516.0;2024-08-01;8.2;4224.0;46.0;8.91;659527.66
352720 LORENA;2024/Ago;402.0;2024-08-01;5.3;2117.0;33.0;8.21;694902.92
352730 LOUVEIRA;2024/Ago;240.0;2024-08-01;2.4;575.0;6.0;2.5;153994.93
352740 LUCELIA;2024/Ago;55.0;2024-08-01;4.0;222.0;7.0;12.73;18189.05
352800 MACATUBA;2024/Ago;67.0;2024-08-01;2.7;182.0;3.0;4.48;24013.56
352810 MACAUBAL;2024/Ago;3.0;2024-08-01;1.3;4.0;0.0;0.0;1085.76
352850 MAIRIPORA;2024/Ago;296.0;2024-08-01;2.8;822.0;10.0;3.38;103761.16
352880 MARACAI;2024/Ago;100.0;2024-08-01;3.2;321.0;4.0;4.0;79551.74
352900 MARILIA;2024/Ago;2484.0;2024-08-01;5.6;13908.0;131.0;5.27;6099161.79
352920 MARTINOPOLIS;2024/Ago;177.0;2024-08-01;2.4;421.0;8.0;4.52;95159.3
352930 MATAO;2024/Ago;490.0;2024-08-01;3.9;1891.0;29.0;5.92;1322082.03
352940 MAUA;2024/Ago;1065.0;2024-08-01;5.5;5839.0;65.0;6.1;1336363.68
352970 MIGUELOPOLIS;2024/Ago;100.0;2024-08-01;2.9;294.0;0.0;0.0;44312.22
353010 MIRANDOPOLIS;2024/Ago;331.0;2024-08-01;3.9;1291.0;27.0;8.16;314079.67
353030 MIRASSOL;2024/Ago;190.0;2024-08-01;2.0;371.0;4.0;2.11;89154.21
353050 MOCOCA;2024/Ago;399.0;2024-08-01;3.8;1531.0;20.0;5.01;474461.78
353060 MOGI DAS CRUZES;2024/Ago;2816.0;2024-08-01;5.3;14873.0;152.0;5.4;4697926.49
353070 MOGI GUACU;2024/Ago;825.0;2024-08-01;4.9;4006.0;59.0;7.15;1445154.61
353080 MOGI MIRIM;2024/Ago;397.0;2024-08-01;3.8;1526.0;27.0;6.8;799847.52
353110 MONGAGUA;2024/Ago;66.0;2024-08-01;4.2;278.0;2.0;3.03;23050.49
353130 MONTE ALTO;2024/Ago;203.0;2024-08-01;4.6;938.0;16.0;7.88;359054.13
353140 MONTE APRAZIVEL;2024/Ago;210.0;2024-08-01;2.1;448.0;0.0;0.0;98146.85
353150 MONTE AZUL PAULISTA;2024/Ago;118.0;2024-08-01;1.6;192.0;0.0;0.0;704620.81
353180 MONTE MOR;2024/Ago;94.0;2024-08-01;3.6;340.0;10.0;10.64;47385.63
353190 MORRO AGUDO;2024/Ago;128.0;2024-08-01;3.2;405.0;8.0;6.25;183151.3
353200 MORUNGABA;2024/Ago;14.0;2024-08-01;2.0;28.0;4.0;28.57;7454.9
353240 NAZARE PAULISTA;2024/Ago;36.0;2024-08-01;4.9;176.0;1.0;2.78;15273.99
353250 NEVES PAULISTA;2024/Ago;2.0;2024-08-01;1.5;3.0;1.0;50.0;847.99
353260 NHANDEARA;2024/Ago;152.0;2024-08-01;2.8;424.0;8.0;5.26;90028.33
353290 NOVA EUROPA;2024/Ago;17.0;2024-08-01;4.5;76.0;1.0;5.88;6657.73
353300 NOVA GRANADA;2024/Ago;143.0;2024-08-01;3.1;440.0;5.0;3.5;62625.83
353340 NOVA ODESSA;2024/Ago;127.0;2024-08-01;5.2;655.0;9.0;7.09;57671.92
353350 NOVO HORIZONTE;2024/Ago;201.0;2024-08-01;3.3;671.0;10.0;4.98;308081.01
353390 OLIMPIA;2024/Ago;321.0;2024-08-01;4.5;1435.0;19.0;5.92;310118.98
353430 ORLANDIA;2024/Ago;234.0;2024-08-01;1.9;452.0;5.0;2.14;120644.29
353440 OSASCO;2024/Ago;2383.0;2024-08-01;5.9;14010.0;175.0;7.34;3211389.76
353460 OSVALDO CRUZ;2024/Ago;214.0;2024-08-01;3.3;707.0;13.0;6.07;113744.51
353470 OURINHOS;2024/Ago;940.0;2024-08-01;3.8;3555.0;64.0;6.81;2043376.85
353475 OUROESTE;2024/Ago;55.0;2024-08-01;3.1;169.0;0.0;0.0;25285.41
353520 PALMEIRA D'OESTE;2024/Ago;79.0;2024-08-01;2.7;217.0;0.0;0.0;25878.96
353530 PALMITAL;2024/Ago;181.0;2024-08-01;2.1;382.0;8.0;4.42;216242.52
353550 PARAGUACU PAULISTA;2024/Ago;307.0;2024-08-01;3.9;1206.0;20.0;6.51;500493.42
353580 PARANAPANEMA;2024/Ago;75.0;2024-08-01;3.2;240.0;5.0;6.67;31150.54
353600 PARAPUA;2024/Ago;0.0;2024-08-01;0.0;0.0;0.0;0.0;0.0
353620 PARIQUERA-ACU;2024/Ago;768.0;2024-08-01;3.9;2994.0;55.0;7.16;980425.9
353630 PATROCINIO PAULISTA;2024/Ago;83.0;2024-08-01;3.2;262.0;3.0;3.61;41827.88
353650 PAULINIA;2024/Ago;683.0;2024-08-01;3.9;2636.0;30.0;4.39;650225.24
353660 PAULO DE FARIA;2024/Ago;5.0;2024-08-01;4.8;24.0;1.0;20.0;1632.24
353670 PEDERNEIRAS;2024/Ago;173.0;2024-08-01;4.3;747.0;14.0;8.09;202870.31
353700 PEDREGULHO;2024/Ago;77.0;2024-08-01;2.3;174.0;2.0;2.6;37703.5
353710 PEDREIRA;2024/Ago;85.0;2024-08-01;3.0;253.0;6.0;7.06;53769.02
353730 PENAPOLIS;2024/Ago;478.0;2024-08-01;5.5;2613.0;39.0;8.16;503234.84
353740 PEREIRA BARRETO;2024/Ago;80.0;2024-08-01;2.8;222.0;9.0;11.25;36520.38
353780 PIEDADE;2024/Ago;253.0;2024-08-01;3.4;850.0;23.0;9.09;131103.25
353790 PILAR DO SUL;2024/Ago;85.0;2024-08-01;2.8;237.0;5.0;5.88;37793.14
353800 PINDAMONHANGABA;2024/Ago;662.0;2024-08-01;5.5;3618.0;30.0;4.53;870151.31
353860 PIRACAIA;2024/Ago;49.0;2024-08-01;4.1;199.0;1.0;2.04;16246.33
353870 PIRACICABA;2024/Ago;3406.0;2024-08-01;3.0;10272.0;141.0;4.14;6622898.38
353880 PIRAJU;2024/Ago;215.0;2024-08-01;3.3;719.0;17.0;7.91;96365.65
353890 PIRAJUI;2024/Ago;114.0;2024-08-01;2.8;317.0;7.0;6.14;53328.42
353900 PIRANGI;2024/Ago;97.0;2024-08-01;2.1;200.0;5.0;5.15;115457.67
353930 PIRASSUNUNGA;2024/Ago;221.0;2024-08-01;4.6;1025.0;20.0;9.05;257456.55
353940 PIRATININGA;2024/Ago;17.0;2024-08-01;6.4;109.0;1.0;5.88;7551.99
353950 PITANGUEIRAS;2024/Ago;127.0;2024-08-01;2.6;334.0;4.0;3.15;73261.95
354000 POMPEIA;2024/Ago;86.0;2024-08-01;3.1;270.0;1.0;1.16;38618.59
354020 PONTAL;2024/Ago;129.0;2024-08-01;1.4;176.0;3.0;2.33;67852.23
354040 POPULINA;2024/Ago;15.0;2024-08-01;3.3;49.0;0.0;0.0;6685.65
354060 PORTO FELIZ;2024/Ago;317.0;2024-08-01;3.4;1083.0;20.0;6.31;275581.43
354070 PORTO FERREIRA;2024/Ago;170.0;2024-08-01;3.5;592.0;15.0;8.82;186813.87
354080 POTIRENDABA;2024/Ago;68.0;2024-08-01;2.2;152.0;1.0;1.47;23814.87
354100 PRAIA GRANDE;2024/Ago;776.0;2024-08-01;5.1;3981.0;32.0;4.12;805045.34
354120 PRESIDENTE BERNARDES;2024/Ago;96.0;2024-08-01;2.7;259.0;3.0;3.13;32394.05
354130 PRESIDENTE EPITACIO;2024/Ago;265.0;2024-08-01;3.2;846.0;14.0;5.28;131557.0
354140 PRESIDENTE PRUDENTE;2024/Ago;3222.0;2024-08-01;5.8;18717.0;168.0;5.21;5768984.46
354150 PRESIDENTE VENCESLAU;2024/Ago;220.0;2024-08-01;3.4;742.0;12.0;5.45;239518.14
354160 PROMISSAO;2024/Ago;304.0;2024-08-01;4.2;1269.0;15.0;4.93;314533.91
354190 QUELUZ;2024/Ago;23.0;2024-08-01;4.7;109.0;1.0;4.35;11020.44
354220 RANCHARIA;2024/Ago;329.0;2024-08-01;3.1;1006.0;12.0;3.65;390708.92
354240 REGENTE FEIJO;2024/Ago;80.0;2024-08-01;3.2;254.0;7.0;8.75;27851.88
354260 REGISTRO;2024/Ago;1014.0;2024-08-01;3.5;3528.0;29.0;2.86;1053826.18
354290 RIBEIRAO BONITO;2024/Ago;21.0;2024-08-01;2.3;49.0;1.0;4.76;6119.16
354300 RIBEIRAO BRANCO;2024/Ago;36.0;2024-08-01;3.1;111.0;3.0;8.33;11869.42
354330 RIBEIRAO PIRES;2024/Ago;156.0;2024-08-01;5.6;877.0;18.0;11.54;101857.86
354340 RIBEIRAO PRETO;2024/Ago;7578.0;2024-08-01;4.5;34286.0;384.0;5.07;18525961.26
354380 RINOPOLIS;2024/Ago;24.0;2024-08-01;4.1;98.0;2.0;8.33;11732.63
354390 RIO CLARO;2024/Ago;845.0;2024-08-01;6.6;5584.0;49.0;5.8;1628858.8
354400 RIO DAS PEDRAS;2024/Ago;71.0;2024-08-01;1.3;94.0;6.0;8.45;21024.02
354420 RIOLANDIA;2024/Ago;14.0;2024-08-01;2.6;36.0;1.0;7.14;4139.37
354425 ROSANA;2024/Ago;263.0;2024-08-01;3.2;836.0;11.0;4.18;130206.54
354490 SALES OLIVEIRA;2024/Ago;26.0;2024-08-01;3.7;96.0;0.0;0.0;9630.98
354500 SALESOPOLIS;2024/Ago;47.0;2024-08-01;3.1;145.0;2.0;4.26;18472.29
354520 SALTO;2024/Ago;497.0;2024-08-01;3.0;1495.0;38.0;7.65;350761.32
354530 SALTO DE PIRAPORA;2024/Ago;222.0;2024-08-01;1.9;414.0;5.0;2.25;172600.81
354540 SALTO GRANDE;2024/Ago;30.0;2024-08-01;2.9;88.0;2.0;6.67;13237.99
354560 SANTA ADELIA;2024/Ago;54.0;2024-08-01;3.0;160.0;1.0;1.85;50937.8
354580 SANTA BARBARA D'OESTE;2024/Ago;755.0;2024-08-01;2.6;1985.0;38.0;5.03;991960.25
354630 SANTA CRUZ DAS PALMEIRAS;2024/Ago;105.0;2024-08-01;2.0;208.0;2.0;1.9;53448.12
354640 SANTA CRUZ DO RIO PARDO;2024/Ago;369.0;2024-08-01;3.6;1312.0;23.0;6.23;475924.1
354660 SANTA FE DO SUL;2024/Ago;287.0;2024-08-01;4.5;1285.0;14.0;4.88;268359.47
354680 SANTA ISABEL;2024/Ago;183.0;2024-08-01;5.1;926.0;11.0;6.01;228051.6
354730 SANTANA DE PARNAIBA;2024/Ago;337.0;2024-08-01;4.0;1361.0;10.0;2.97;125780.38
354750 SANTA RITA DO PASSA QUATRO;2024/Ago;135.0;2024-08-01;12.8;1731.0;5.0;3.7;114456.02
354760 SANTA ROSA DE VITERBO;2024/Ago;106.0;2024-08-01;3.4;364.0;3.0;2.83;50698.03
354770 SANTO ANASTACIO;2024/Ago;164.0;2024-08-01;2.3;380.0;5.0;3.05;54918.69
354780 SANTO ANDRE;2024/Ago;4213.0;2024-08-01;4.7;19656.0;282.0;6.69;7494323.19
354790 SANTO ANTONIO DA ALEGRIA;2024/Ago;8.0;2024-08-01;1.9;15.0;1.0;12.5;3577.21
354850 SANTOS;2024/Ago;3006.0;2024-08-01;5.8;17353.0;174.0;5.79;6517671.33
354860 SAO BENTO DO SAPUCAI;2024/Ago;41.0;2024-08-01;4.1;167.0;2.0;4.88;19546.34
354870 SAO BERNARDO DO CAMPO;2024/Ago;2877.0;2024-08-01;7.1;20377.0;172.0;5.98;8620045.02
354880 SAO CAETANO DO SUL;2024/Ago;1041.0;2024-08-01;3.4;3574.0;71.0;6.82;2016457.85
354890 SAO CARLOS;2024/Ago;1618.0;2024-08-01;4.0;6485.0;96.0;5.93;2919372.03
354910 SAO JOAO DA BOA VISTA;2024/Ago;467.0;2024-08-01;4.7;2190.0;42.0;8.99;813247.77
354940 SAO JOAQUIM DA BARRA;2024/Ago;301.0;2024-08-01;3.4;1017.0;13.0;4.32;690879.1
354970 SAO JOSE DO RIO PARDO;2024/Ago;342.0;2024-08-01;3.2;1083.0;18.0;5.26;350313.75
354980 SAO JOSE DO RIO PRETO;2024/Ago;7085.0;2024-08-01;4.7;33627.0;308.0;4.35;22615537.44
354990 SAO JOSE DOS CAMPOS;2024/Ago;4678.0;2024-08-01;4.5;21229.0;230.0;4.92;10978626.35
355000 SAO LUIS DO PARAITINGA;2024/Ago;8.0;2024-08-01;5.4;43.0;1.0;12.5;3054.54
355010 SAO MANUEL;2024/Ago;126.0;2024-08-01;4.8;609.0;14.0;11.11;171503.18
355020 SAO MIGUEL ARCANJO;2024/Ago;121.0;2024-08-01;20.1;2430.0;9.0;7.44;78938.76
355030 SAO PAULO;2024/Ago;61817.0;2024-08-01;5.3;330118.0;3144.0;5.09;140793408.51
355040 SAO PEDRO;2024/Ago;292.0;2024-08-01;2.4;711.0;10.0;3.42;564623.12
